N,P,K,temperature,humidity,ph,moisture,soil temp,crops,Fertilizer
35,72,21,34.03619494,64.28791388,7.741418772,45.8,19.4,sugarcane,TSP
30,64,20,33.8642935,61.57072498,6.573531614,45.9,19.3,sugarcane,TSP
27,64,21,32.84213012,68.68401492,7.543804223,46,19.4,sugarcane,TSP
50,74,17,27.10053268,63.36085585,6.5408208,46.1,19.5,sugarcane,TSP
39,73,24,25.65842532,61.18235808,7.22405917,46,19.6,sugarcane,TSP
57,67,25,32.34744009,66.61452812,7.551364319,45.9,19.5,sugarcane,TSP
52,63,19,29.58949031,68.32176769,6.928898659,46,19.4,sugarcane,TSP
55,66,22,30.91219459,68.79427388,7.747775263,45.9,19.5,sugarcane,TSP
51,56,18,28.12787838,64.2097765,6.706505915,45.8,19.6,sugarcane,TSP
36,66,15,30.08545364,69.34811988,6.668238556,45.9,19.5,sugarcane,TSP
59,55,19,31.74379487,62.51007687,7.332375138,45.8,19.4,sugarcane,TSP
50,58,23,27.81326852,62.50460464,7.596802025,45.9,19.5,sugarcane,TSP
30,65,25,32.88733849,64.59457409,7.70650895,45.8,19.6,sugarcane,TSP
20,62,18,29.36358721,64.98742947,7.366542647,45.7,19.7,sugarcane,TSP
58,71,15,27.82592799,67.5861883,6.919243702,45.8,19.8,sugarcane,TSP
25,71,24,28.49538735,60.44848407,7.187721818,45.7,19.7,sugarcane,TSP
52,71,16,27.74274761,68.53997144,7.075886472,45.6,19.8,sugarcane,TSP
40,63,18,30.41588462,67.66323804,6.74441168,45.5,19.9,sugarcane,TSP
20,60,25,27.3254209,69.09047809,6.726469088,45.4,19.8,sugarcane,TSP
48,61,21,30.28496619,61.69295127,6.628264883,45.5,19.7,sugarcane,TSP
49,68,22,28.56840626,61.53278622,7.127064207,45.4,19.6,sugarcane,TSP
48,62,15,25.36586097,66.6379724,7.538631462,45.5,19.7,sugarcane,TSP
32,66,17,34.9466155,65.26774011,7.162357641,45.4,19.8,sugarcane,TSP
21,63,22,25.09737391,67.72837887,6.859409487,45.3,19.9,sugarcane,TSP
20,72,19,32.47648301,64.34848735,7.397190844,45.2,19.8,sugarcane,TSP
25,65,21,33.86351172,68.59232289,6.880245789,45.3,19.9,sugarcane,TSP
41,78,21,25.19857725,60.37332688,6.581313137,45.4,19.8,sugarcane,TSP
53,67,17,31.77681682,69.01852894,7.296972161,45.3,19.7,sugarcane,TSP
39,60,21,34.89814946,63.59948557,6.97297656,45.2,19.8,sugarcane,TSP
25,76,17,31.74105409,68.63525428,7.241148507,45.1,19.9,sugarcane,TSP
21,78,19,27.16159076,66.76017239,6.92009048,44,20,sugarcane,TSP
57,60,17,26.23773129,67.88521396,7.504608385,45.1,19.9,sugarcane,TSP
56,75,15,30.20157245,60.06534859,7.152272256,45.2,20,sugarcane,TSP
49,72,15,31.55846339,67.83563765,7.137004749,45.1,26.7,mustard,MOP
24,80,19,29.67892453,69.0854554,6.808041722,45,26.6,mustard,MOP
49,76,18,27.05365239,67.7017527,7.393631868,45.1,26.5,mustard,MOP
28,68,19,34.63880966,61.38597868,7.69950698,45,26.6,mustard,MOP
55,78,21,33.39438752,62.93692886,6.602888249,44.9,26.7,mustard,MOP
50,64,25,28.84079155,63.37230676,6.734447425,44.8,26.8,mustard,MOP
34,80,19,31.49338309,63.0563645,6.521217963,44.9,26.9,mustard,MOP
20,68,23,25.54960633,63.95425534,7.707332484,45,26.8,mustard,MOP
55,67,16,34.37329112,69.69366426,6.596719015,44.9,26.9,mustard,MOP
23,70,15,34.6008247,63.11296779,7.403623355,44.8,26.8,mustard,MOP
53,74,15,29.43463808,64.94329356,7.517097,44.7,26.9,mustard,MOP
26,67,16,29.10713092,67.90577375,7.17620823,44.6,27,mustard,MOP
33,80,22,28.57006111,65.71765781,6.593961761,44.5,26.9,mustard,MOP
37,79,19,27.54384835,69.3478631,7.143942758,44.6,26.8,mustard,MOP
33,75,21,33.04687968,68.93875631,6.690655045,44.7,23.2,mustard,MOP
22,55,20,33.95309131,69.96100028,7.423530351,44.6,23.1,mustard,MOP
20,68,17,30.11873003,60.11680815,6.578714843,44.5,23,mustard,MOP
43,68,20,29.57812712,66.17587668,7.497469256,44.4,23.1,mustard,MOP
44,76,22,27.26458947,68.01232937,7.775306272,44.5,23.2,mustard,MOP
34,60,16,31.35730791,64.24992106,7.322555223,44.4,23.3,mustard,MOP
21,72,17,31.52104732,66.55723677,7.580527339,44.3,23.2,mustard,MOP
25,68,19,29.39982732,64.25510719,7.108450121,44.2,23.3,mustard,MOP
41,62,15,29.38400259,64.14928485,7.358974541,44.3,23.2,mustard,MOP
28,65,23,28.38686534,61.88871127,7.405176138,44.2,23.1,mustard,MOP
35,64,15,28.47442276,63.53604453,6.500144962,44.1,23.2,mustard,MOP
52,58,16,30.64095781,61.14508627,7.167435834,44.2,23.2,mustard,MOP
58,75,25,25.25596239,61.36669662,7.261791753,44.1,23.4,mustard,MOP
34,66,19,32.97030511,60.18122078,7.586642101,44,23.3,mustard,MOP
52,70,16,33.66855394,66.60416867,7.534811833,44.1,23.4,mustard,MOP
23,57,19,32.83963757,67.99803573,7.251000789,44,23.3,mustard,MOP
42,58,25,27.45853567,62.90020977,6.513620918,43.9,23.4,mustard,MOP
37,62,17,25.68576704,69.84354028,7.121254928,43.8,23.5,mustard,MOP
44,75,22,30.0328403,64.14800537,7.574561547,43.9,23.6,mustard,MOP
21,80,20,28.20667264,68.27085245,7.350869792,44,23.7,mustard,MOP
56,76,16,28.27265858,61.18956161,7.513151076,43.9,23.6,mustard,MOP
29,76,15,28.5417236,64.2020154,7.025607706,43.8,23.7,mustard,MOP
43,61,20,26.87187036,61.61367264,6.804253866,43.7,23.6,mustard,MOP
55,60,15,32.79766751,68.77994074,7.163043872,43.8,23.5,mustard,MOP
44,63,15,26.42333018,64.51136845,7.338929556,43.7,23.4,mustard,MOP
29,67,21,29.79181107,63.38789228,6.621323612,43.6,23.5,mustard,MOP
47,63,16,27.44003279,67.10464369,6.661870999,43.5,23.6,mustard,MOP
40,68,17,34.1262979,65.14877461,7.733149554,43.6,23.5,mustard,MOP
58,61,15,30.94908189,64.23364112,7.402891666,43.7,23.6,mustard,MOP
41,74,18,28.75751783,61.02701476,6.599147298,43.6,23.5,mustard,MOP
58,79,17,27.24766491,66.10123083,7.04174124,43.5,23.4,mustard,MOP
27,62,24,28.63005477,66.770943,7.353876754,43.4,23.5,mustard,MOP
27,60,17,26.41768321,63.64698302,7.026795359,43.3,23.6,mustard,MOP
52,65,20,32.81705216,66.15665137,6.814301033,43.4,23.7,mustard,MOP
44,55,25,29.6321052,65.91359954,7.42160832,43.5,23.6,mustard,MOP
21,62,24,33.49077065,62.73317204,6.847382891,43.4,23.7,mustard,MOP
60,59,22,31.86847286,66.74217464,7.191522601,43.3,23.8,mustard,MOP
33,77,21,30.32992227,65.62971858,7.01285529,43.2,23.9,mustard,MOP
59,58,17,28.546224,66.31394098,7.368318809,43.1,24,mustard,MOP
29,63,17,30.02629908,67.88811637,7.26154329,43.2,23.9,mustard,MOP
59,63,18,31.65531175,60.13263713,6.52669158,43.3,23.8,mustard,MOP
29,70,15,30.33499674,63.54718862,6.872594461,43.2,23.7,mustard,MOP
58,73,16,33.36984395,65.67718163,6.874142175,43.3,23.8,mustard,MOP
55,77,22,31.4345059,62.99303471,7.76061831,43.2,23.9,mustard,MOP
42,79,23,27.71678273,63.29103387,6.781841984,43.1,23.8,mustard,MOP
44,77,21,32.63918668,61.3009051,7.326980454,43,23.9,mustard,MOP
38,62,25,32.7477393,67.77954584,7.453975408,43.1,23.8,mustard,MOP
32,76,15,28.05153602,63.49802189,7.604110177,43,23.9,mustard,MOP
44,61,22,19.44084326,63.27771461,7.728832424,42.9,24,mustard,MOP
38,60,20,29.84823072,60.63872613,7.491217102,42.8,24.1,mustard,MOP
45,74,17,21.36383757,69.92375891,6.633864582,42.9,24.2,mustard,MOP
37,71,16,26.28663931,68.51966729,7.324863481,42.8,24.3,mustard,MOP
34,71,18,22.17499963,62.13873825,6.410441476,42.9,24.2,mustard,MOP
37,72,18,26.57597546,60.97876599,7.836719564,43,24.1,mustard,MOP
40,59,21,26.58972517,66.14007674,6.139215944,42.9,24.2,mustard,MOP
45,64,20,19.1345771,62.57526895,6.590571088,42.8,24.1,mustard,MOP
47,58,17,28.75273118,69.15640149,7.286049978,42.7,24.2,mustard,MOP
52,77,20,25.78746268,60.2816298,6.058306161,42.6,24.1,mustard,MOP
55,75,22,23.89271875,61.78779413,6.658605362,42.5,24.2,mustard,MOP
49,69,23,28.67408774,63.18832976,7.299360767,42.4,24.3,mustard,MOP
44,80,24,28.42062847,61.77336343,7.815210661,42.5,24.4,mustard,MOP
39,78,15,21.35499456,62.60136323,5.925391795,42.6,24.3,mustard,MOP
40,79,17,21.12695586,63.18738532,6.403683619,42.5,24.2,mustard,MOP
37,62,22,24.02037872,61.62313345,7.397546271,42.4,24.3,mustard,MOP
31,60,24,25.40474421,65.8567539,7.722335992,42.3,24.4,mustard,MOP
35,67,22,29.03017561,64.49166566,7.475926645,42.2,24.5,mustard,MOP
37,78,18,20.21368219,68.65257685,6.887130053,43.1,24.4,mustard,MOP
39,80,16,29.19585548,68.01965728,7.441976825,43,24.5,mustard,MOP
41,61,24,18.29783597,69.6897615,7.629910253,42.9,24.4,mustard,MOP
45,66,20,27.41434987,63.41785982,7.336117221,43,24.3,mustard,MOP
39,61,21,24.84063998,60.09116626,6.75020529,42.9,24.4,mustard,MOP
40,60,21,29.94413861,67.31323084,7.52178027,42.8,24.5,mustard,MOP
37,66,22,25.87990287,67.55109024,6.347379185,42.7,24.6,mustard,MOP
32,56,18,20.0467711,65.84395319,7.135251532,42.8,24.7,mustard,MOP
35,72,15,22.99451999,66.70897237,7.670178119,42.7,24.6,mustard,MOP
30,77,20,25.13163619,66.92642362,7.399749291,42.6,22.1,mustard,MOP
40,65,24,28.49584395,62.44616219,7.841496029,42.5,22.2,mustard,MOP
35,79,22,18.28766124,69.48515056,6.254216611,42.4,22.3,mustard,MOP
37,63,16,24.38041875,61.18458224,6.868881708,42.3,22.4,mustard,MOP
39,78,23,21.31852148,66.43934593,7.320514721,42.2,22.3,mustard,MOP
44,78,18,18.54141834,62.70637578,6.296976913,42.1,22.4,mustard,MOP
47,67,25,25.28710601,60.85993533,7.241151936,42,22.3,mustard,MOP
39,65,23,25.43459777,69.12613376,7.685959305,42.1,22.4,mustard,MOP
35,72,15,28.83600962,69.76112921,6.890760124,42,22.5,mustard,MOP
38,57,21,27.37659643,63.93927841,6.155915975,41.9,22.6,mustard,MOP
31,58,15,28.31886863,60.19461399,6.167855382,41.8,22.7,mustard,MOP
28,58,25,27.4818649,62.04814951,6.861640036,27.4,22.6,mustard,MOP
37,65,19,18.28072173,68.10365387,6.978361689,27.5,22.5,mustard,MOP
35,65,19,27.61204997,69.29786244,7.043160241,27.6,22.6,mustard,MOP
34,65,19,23.43974653,63.22011726,5.94239222,27.5,22.7,mustard,MOP
36,69,19,20.95628486,63.68128841,7.239455147,27.6,22.8,mustard,MOP
40,55,16,23.7937153,68.03209183,6.516317561,27.5,22.7,mustard,MOP
43,61,17,22.6371424,65.44544859,6.233269045,27.4,22.6,mustard,MOP
37,79,15,21.53577883,65.47227704,7.505283615,27.3,22.7,mustard,MOP
34,63,17,29.87854588,65.73085206,6.950300686,27.2,22.8,mustard,MOP
29,61,15,25.2653291,67.10004577,6.958054839,38.7,22.7,mustard,MOP
33,70,16,25.17885316,68.93307305,6.54803469,38.8,22.8,mustard,MOP
39,74,25,24.12192608,61.09533545,6.461618577,38.9,22.7,mustard,MOP
42,64,23,23.33565221,67.40460704,7.065264073,39,22.8,mustard,MOP
47,58,23,21.74600081,63.39503184,6.765091462,38.9,22.9,mustard,MOP
44,79,22,27.60195453,63.46170674,5.91645379,39,22.8,mustard,MOP
40,68,18,24.388717,62.50453062,6.711341147,39.1,22.9,mustard,MOP
35,79,20,24.98287462,66.895409,6.379881442,39.2,23,mustard,MOP
38,77,22,28.234829,69.3159965,6.313284268,39.1,23.2,mustard,MOP
33,74,17,26.03026959,69.55863145,7.393210848,39,23,mustard,MOP
30,68,24,28.04849594,64.07691942,7.504930973,39.1,22.9,mustard,MOP
37,75,17,24.87425505,64.00213929,7.198076286,39,22.8,mustard,MOP
32,78,22,23.97081395,62.35557553,7.007037515,38.9,22.9,mustard,MOP
37,79,19,20.06003985,67.76252583,6.677262562,39,23,mustard,MOP
40,60,18,19.59221047,61.28633405,6.74398035,38.9,23.1,mustard,MOP
47,69,16,29.77013109,66.29327012,6.547361618,39,23.2,mustard,MOP
40,67,21,27.52135365,60.53657684,6.551577598,39.1,23.3,mustard,MOP
48,67,23,25.62896213,63.14909763,6.585020303,39,23.2,mustard,MOP
42,67,20,20.39078312,60.47528931,6.924042372,38.9,23.3,mustard,MOP
45,70,21,25.39038396,60.4989659,7.437373666,38.8,23.2,mustard,MOP
50,71,19,24.91079638,60.71367427,7.142611056,38.7,23.3,mustard,MOP
43,68,16,27.70496805,63.20915034,7.74672376,38.8,26.4,mustard,MOP
40,66,22,18.06486101,65.1034354,6.300479414,38.7,26.7,mustard,MOP
37,65,16,18.13027797,62.45851612,6.078724107,38.8,26.8,mustard,MOP
35,59,22,23.82723528,67.89815262,6.76660668,38.7,26.9,mustard,MOP
33,59,19,23.19305333,62.74710773,7.641024177,38.6,26.8,mustard,MOP
40,63,17,25.08966129,68.17543102,6.559681838,38.5,26.7,mustard,MOP
42,69,21,25.86928193,61.88321072,7.072923306,38.4,26.8,mustard,MOP
44,75,17,18.43966037,68.05394959,7.732194788,38.3,26.9,mustard,MOP
30,61,18,27.14911056,67.02664337,6.157782589,38.4,27,mustard,MOP
41,74,17,23.33375853,64.50515776,7.240988401,38.5,26.9,mustard,MOP
35,74,22,26.7230014,62.96841833,6.898905799,38.4,27,mustard,MOP
37,63,24,19.55750776,64.45268309,6.818681086,38.3,27.1,mustard,MOP
40,56,17,26.13708256,66.7729209,6.261937875,38.2,22.4,mustard,MOP
35,74,15,27.99990346,65.57653373,6.493036868,38.1,22.5,mustard,MOP
34,76,20,29.05941162,62.10652364,7.042474679,38.2,22.6,mustard,MOP
36,65,16,25.71269843,64.1123333,7.692013657,38.1,22.5,mustard,MOP
28,67,21,21.79792649,63.73086065,6.250994223,38,22.4,mustard,MOP
28,79,16,24.70626432,60.26854183,6.052184881,38.1,22.5,mustard,MOP
40,61,22,20.94981756,65.8108757,7.002216044,38,22.6,mustard,MOP
46,70,19,24.84918386,68.98088448,7.272427638,37.9,22.7,mustard,MOP
45,80,19,21.91041045,65.21662467,5.962001484,37.8,22.6,mustard,MOP
37,77,20,25.93381964,68.70533022,7.080506001,37.7,22.5,mustard,MOP
40,67,22,29.82112112,69.4073209,6.593798387,37.8,22.6,mustard,MOP
45,73,25,27.52185591,63.13215259,7.28805662,37.9,22.7,mustard,MOP
50,56,18,27.99627907,68.6428593,7.32710972,37.8,22.6,mustard,MOP
39,70,15,20.76774783,63.90164154,6.366355781,37.7,22.7,mustard,MOP
26,56,22,23.05276444,60.424786,7.011121216,37.8,22.8,mustard,MOP
30,77,17,21.65845777,63.58337146,6.280725549,37.7,22.7,mustard,MOP
34,59,19,26.25070298,67.62779652,7.621494566,37.6,22.6,mustard,MOP
34,73,15,20.97195263,63.83179889,7.630424083,37.7,22.7,mustard,MOP
33,77,15,23.89736406,66.32102048,7.802212437,37.6,22.8,mustard,MOP
30,24,38,24.55981624,91.63536236,5.922935513,37.7,22.9,mustard,MOP
41,18,37,19.65690085,89.93701023,5.937649578,37.6,22.8,mustard,MOP
40,26,36,18.78359608,87.4024767,6.804781106,37.5,22.9,mustard,MOP
37,18,39,24.1469628,94.5110662,6.424670614,37.4,23,mustard,MOP
35,27,38,22.44581266,89.90147027,6.738016221,37.3,23.1,mustard,MOP
31,25,38,24.96273236,92.40501423,6.497366677,37.2,23,mustard,MOP
37,21,38,22.5526059,89.3259486,6.327673765,37.3,22.9,mustard,MOP
45,30,40,22.77035608,91.45498527,6.36137446,37.2,23,mustard,MOP
30,27,41,19.20090378,94.27659596,6.923509371,37.3,22.9,mustard,MOP
34,11,38,23.12808226,92.68328358,6.630646083,37.2,22.8,mustard,MOP
37,27,36,24.92639065,85.19098079,5.832525853,37.1,22.9,mustard,MOP
42,10,41,24.77464458,85.63608688,6.738993954,37,23,mustard,MOP
36,29,37,19.8671184,86.35590206,5.782435567,37,23.1,mustard,MOP
33,20,41,24.26601316,93.7974061,6.537042717,37.1,23.2,mustard,MOP
29,22,40,23.62600218,89.73266695,6.145104401,37,23.1,mustard,MOP
35,15,42,19.67832052,89.08935702,6.890784045,36.9,23,mustard,MOP
39,27,41,22.36509395,92.30882391,7.175344328,37,23.1,mustard,MOP
44,18,42,21.57936934,94.88267728,5.938528744,36.9,23,mustard,MOP
40,15,38,18.26233221,88.16779129,5.709380472,36.8,23.1,mustard,MOP
42,23,44,23.71028128,89.61794165,6.184400085,36.9,23,mustard,MOP
35,30,40,22.48720144,89.9224883,6.553509673,37,22.9,mustard,MOP
40,27,45,21.6602498,94.79397419,5.885638185,36.9,23,mustard,MOP
41,23,44,20.13037175,89.31505137,6.143874691,36.8,23.1,mustard,MOP
37,16,39,18.41164435,91.11927248,6.101198974,36.9,23.2,mustard,MOP
29,29,40,19.68291173,89.75272999,6.594037135,36.8,23.3,mustard,MOP
33,17,42,23.20242586,91.19442671,6.859840821,36.7,23.2,mustard,MOP
40,21,44,18.92157197,87.31290342,6.56893406,36.6,23.1,mustard,MOP
28,30,40,22.10621387,91.34039616,6.769855664,36.5,23.2,mustard,MOP
34,23,44,18.47412402,89.68919664,7.130837931,36.6,23.3,mustard,MOP
29,16,36,19.81069447,88.92944254,5.740338002,36.5,23.4,mustard,MOP
30,18,43,24.4880844,90.83687246,5.843005428,36.4,23.3,mustard,MOP
34,21,42,18.75927679,89.93457597,6.648687274,36.3,23.4,mustard,MOP
40,23,42,19.54128063,90.29751796,6.902751061,36.4,23.5,mustard,MOP
25,17,40,18.91251245,87.74938524,6.608023872,36.3,23.6,mustard,MOP
44,25,36,19.91330523,94.95031368,6.828522375,36.2,23.5,mustard,MOP
26,18,42,19.72620525,89.64934166,6.910374919,36.1,23.4,mustard,MOP
30,19,42,23.83185873,87.84034604,6.306605528,36,23.5,mustard,MOP
36,24,41,24.94467632,94.25702672,7.009180374,36.1,23.4,mustard,MOP
37,24,40,24.692258,93.87030088,6.297907579,35.9,23.5,mustard,MOP
30,17,39,24.72485577,85.56083187,6.728599215,35.8,23.6,mustard,MOP
39,30,38,20.12644921,87.59629625,6.965156738,35.9,23.7,mustard,MOP
31,29,44,21.02432943,93.0569505,5.578095745,36,23.6,mustard,MOP
26,24,43,22.40423537,88.1508343,7.199504273,35.9,23.7,mustard,MOP
38,21,35,20.33691147,89.38003827,5.841367187,35.8,23.6,mustard,MOP
37,11,36,24.24779615,85.56033312,6.710143266,35.7,23.7,mustard,MOP
35,25,41,24.81530144,91.90842992,5.972714857,35.8,23.8,mustard,MOP
29,22,43,19.66329768,87.95158129,5.561851831,35.7,23.9,mustard,MOP
30,21,38,22.43377991,90.3396556,6.107054808,35.6,23.8,mustard,MOP
22,26,38,22.92052307,85.12912161,6.988035315,35.7,23.7,mustard,MOP
31,18,37,22.91843172,85.40695044,7.13147457,35.6,23.8,mustard,MOP
26,37,41,24.88244467,89.39686219,7.086947687,35.5,23.9,mustard,MOP
29,21,45,23.40981539,93.13277,6.749260456,35.4,24,mustard,MOP
23,25,44,21.20725375,94.26304717,7.16300467,35.3,24.1,mustard,MOP
30,27,43,18.20230419,91.12282162,7.013481515,35.4,24.2,mustard,MOP
35,13,37,22.34375696,89.7870345,5.648243649,35.5,24.1,mustard,MOP
37,24,41,24.32770134,90.88292835,6.610251186,35.4,24,mustard,MOP
42,23,35,19.75088482,88.71691157,7.054313823,35.3,24.1,mustard,MOP
30,20,39,19.86173586,86.19740917,6.026999326,35.2,24,mustard,MOP
33,19,43,18.07132963,93.14554876,5.779427402,35.1,23.9,mustard,MOP
40,28,45,23.89162561,89.61850203,6.535244251,35,23.8,mustard,MOP
33,27,36,23.98598756,93.34236582,5.684995235,34.9,23.9,mustard,MOP
23,30,44,20.93892916,85.42912869,6.12476108,34.8,23.8,mustard,MOP
24,21,42,20.82210727,87.22815682,6.999014379,34.9,23.9,mustard,MOP
30,30,37,20.86474944,91.61793636,6.277148771,35,23.8,mustard,MOP
40,34,44,24.45840036,86.10874614,6.322396027,34.9,23.9,mustard,MOP
21,33,40,24.51147697,90.64498715,5.956401828,35,24,mustard,MOP
30,27,44,24.56811204,92.03009222,6.591302797,34.9,24.1,mustard,MOP
40,29,42,24.63228709,89.01574455,7.104094929,34.8,24,mustard,MOP
42,25,40,20.07386547,90.97819712,6.407872061,34.7,24.1,mustard,MOP
38,28,37,21.80523051,94.63612858,6.658402594,28.7,24.2,mustard,MOP
34,30,36,22.8122645,86.34233767,6.276038961,28.6,24.3,mustard,MOP
32,38,37,22.73031253,88.48567856,6.825256236,28.7,24.2,mustard,MOP
35,29,35,23.2801227,94.94330457,6.368560522,28.6,24.3,mustard,MOP
30,25,38,19.30106297,87.1775172,7.005410734,28.5,24.2,mustard,MOP
33,30,41,19.0087067,88.83768149,6.897368477,28.4,24.1,mustard,MOP
40,32,36,24.35193812,90.88612388,6.152906502,28.5,24,mustard,MOP
42,29,44,24.72235539,88.87651295,5.744361602,28.6,24.1,mustard,MOP
37,28,43,21.92513945,94.46485312,7.051654924,28.5,24.2,mustard,MOP
31,25,45,24.83954414,86.88738076,6.034612928,28.4,24.1,mustard,MOP
39,30,45,18.09691127,90.42177379,6.924490731,28.5,24.2,mustard,MOP
40,29,42,20.24104904,91.08706822,6.887005997,28.4,24.3,mustard,MOP
39,28,38,23.22594,94.42971362,6.8444019,28.3,24.4,mustard,MOP
32,27,42,23.50128217,92.97527546,5.786058032,28.4,24.5,mustard,MOP
28,30,40,19.44623085,89.02127045,5.627186257,28.3,24.6,mustard,MOP
35,27,41,20.51343484,92.51675903,5.700088663,28.4,24.7,mustard,MOP
39,25,36,18.90223032,94.99897537,5.567805185,28.5,24.6,mustard,MOP
33,24,45,18.90592319,89.24126808,6.077886012,28.4,24.5,mustard,MOP
31,27,45,22.63045168,88.45577158,6.397995609,28.3,24.6,mustard,MOP
40,29,43,19.38603815,86.79058496,5.767372539,28.2,24.5,mustard,MOP
29,26,39,24.38318965,91.19431555,7.079973241,28.1,24.6,mustard,MOP
35,28,36,23.77989026,92.93386903,5.893332378,28,24.7,mustard,MOP
30,24,38,22.59890174,93.16343942,7.058222596,28.1,24.8,mustard,MOP
40,34,41,24.37766782,85.4017118,5.78270695,28,24.9,mustard,MOP
40,30,35,20.89273273,91.07776977,6.269663963,28.1,24.8,mustard,MOP
32,25,35,18.09903225,85.70786282,5.892913826,28.2,24.7,mustard,MOP
33,23,45,20.00218987,85.83618191,7.116538883,28.1,24.8,mustard,MOP
35,14,41,19.85139326,89.80732335,6.430163481,28,24.9,mustard,MOP
38,17,45,21.25433607,92.65058936,7.159520979,27.9,25,mustard,MOP
39,24,39,23.65374106,93.32657504,6.431265737,27.8,24.9,mustard,MOP
87,28,37,23.88404783,86.20613842,6.082571701,27.9,24.5,mustard,MOP
91,94,46,29.36792366,76.24900101,6.149934034,28,25.6,mustard,MOP
105,95,50,27.33368994,83.67675197,5.849076099,27.9,25.7,mustard,MOP
108,92,53,27.40053601,82.96221306,6.276800323,27.8,25.6,mustard,MOP
86,76,54,29.3159075,80.11585705,5.926824754,27.7,25.5,mustard,MOP
80,77,49,26.05433004,79.39654531,5.519088423,27.8,25.4,mustard,MOP
93,94,53,25.86632408,84.42379269,6.079178788,27.7,25.6,mustard,MOP
90,92,55,27.00932084,80.18546798,6.13465588,27.8,25.7,mustard,MOP
108,89,53,29.55054817,78.06762846,5.808497604,27.7,25.8,mustard,MOP
108,88,55,26.28845991,83.390039,5.891458107,27.6,25.9,mustard,MOP
105,77,52,29.16226551,76.16151562,5.816622479,27.5,26,mustard,MOP
118,88,52,28.65003945,82.68752542,5.843163161,27.4,25.9,mustard,MOP
101,87,54,29.07311132,76.50045221,6.376756633,27.3,25.8,mustard,MOP
95,75,50,28.08166093,75.26429821,5.623615687,27.4,23.7,mustard,MOP
106,85,53,27.1994597,78.8086068,5.91505509,27.3,23.6,mustard,MOP
86,95,49,28.05484146,78.04602887,6.458714879,27.4,19.4,mustard,MOP
83,79,55,25.14748006,83.34688193,5.565028635,27.3,19.5,mustard,MOP
85,95,47,25.94019018,78.3422098,6.211833161,27.2,19.6,mustard,MOP
109,79,45,27.66752761,79.68542782,6.490074429,27.1,19.7,mustard,MOP
100,76,45,25.56703012,75.94067692,5.590236025,27,19.6,mustard,MOP
117,86,48,28.6956201,82.54195839,6.225225239,26.9,19.7,mustard,MOP
114,94,53,26.33544853,76.8532006,6.190757459,27,19.7,mustard,MOP
110,78,50,25.93730186,78.89864446,5.915568968,27.1,19.8,mustard,MOP
94,70,48,25.13686519,84.88394407,6.195152442,27,19.7,mustard,MOP
80,71,47,27.50527651,80.79783998,6.156373499,26.9,19.6,mustard,MOP
114,79,51,26.21009246,82.34429458,6.313197204,27,19.6,mustard,MOP
88,78,45,29.10403455,79.19588629,6.324270089,26.9,19.5,mustard,MOP
112,73,48,29.2440638,77.32017166,5.707488987,27,19.6,mustard,MOP
117,76,47,25.56202173,77.38229006,6.119216009,26.9,19.5,mustard,MOP
111,87,48,26.3985515,81.36028902,5.571401169,26.8,19.4,mustard,MOP
89,83,47,28.09577643,77.79586769,5.63127166,26.7,19.5,mustard,MOP
93,91,47,27.84767901,83.31110751,6.101241579,26.6,19.6,mustard,MOP
92,81,52,27.39341554,81.4654833,6.438137279,26.5,19.7,mustard,MOP
105,74,45,25.14517635,81.38204104,6.098369122,26.4,19.8,mustard,MOP
102,71,48,28.65456263,79.28693687,5.695267822,26.5,19.7,mustard,MOP
94,91,51,29.16093424,76.67484233,5.618094446,26.4,19.8,mustard,MOP
116,71,47,27.57278064,82.0638878,6.435785799,26.5,19.7,mustard,MOP
117,79,49,25.40909896,82.36208097,6.176644228,26.6,19.6,mustard,MOP
119,72,55,25.99069521,83.33983116,6.220643671,26.5,19.5,mustard,MOP
99,73,53,26.29039046,81.06003778,5.871702211,26.4,19.6,mustard,MOP
91,84,52,29.14827211,78.71024836,6.390741836,26.3,19.7,mustard,MOP
80,90,47,26.59743595,79.35898915,6.21084479,26.4,19.6,mustard,MOP
101,70,48,25.36059237,75.03193255,6.012696655,26.3,19.7,mustard,MOP
108,89,53,29.12036889,80.18080728,5.908770059,26.4,19.8,mustard,MOP
100,80,52,27.53911354,77.25629897,6.049801781,26.3,19.7,mustard,MOP
109,91,53,29.66727337,83.51014178,6.010095853,26.2,19.8,mustard,MOP
82,78,46,25.05802193,84.97323747,5.738678895,26.1,19.7,mustard,MOP
106,70,55,25.86824781,78.52399914,5.74055541,26.2,19.8,mustard,MOP
90,86,52,25.85036988,81.95580471,5.793260262,26.1,19.9,mustard,MOP
83,95,50,26.51682337,77.79913575,5.50947065,26,19.8,mustard,MOP
119,90,48,28.66725136,79.59242542,5.986442306,26.1,19.7,potato,urea
107,72,45,28.14938935,81.54448882,5.790768046,26,19.8,potato,urea
116,81,55,26.42313317,83.6995044,5.915546415,25.9,19.9,potato,urea
101,75,50,26.59386409,81.40740301,6.242528278,25.8,20,potato,urea
93,81,50,27.71822477,76.57853189,6.036079266,25.9,20.1,potato,urea
95,75,45,28.98333432,82.95958244,5.829898502,26,20,potato,urea
107,71,55,29.42017919,83.96754496,6.088064451,25.9,19.9,potato,urea
83,94,47,27.39872329,81.10523402,6.469370954,25.8,19.8,potato,urea
102,73,54,26.4020227,84.41007614,5.720726906,25.7,19.9,potato,urea
